time,temp,snr,rssi
7759,19,6,-53
7765,19,6,-52
7770,19,6,-52
7775,19,6,-53
7781,19,6,-53
7786,19,6,-52
7792,19,6,-53
7797,19,7,-53
7802,19,5,-52
7808,19,6,-53
7813,19,7,-52
7819,19,6,-53
7824,19,7,-53
7829,19,6,-52
7835,19,6,-52
7840,19,5,-53
7846,19,6,-53
7851,19,7,-53
7856,19,5,-52
7862,19,6,-53
7867,19,6,-53
7873,19,6,-53
7878,19,6,-53
7883,19,6,-53
7889,19,7,-52
7894,19,7,-53
7900,19,6,-52
7905,19,7,-52
7910,19,7,-52
7916,19,6,-53
7921,19,6,-53
7927,19,6,-53
7932,19,7,-53
7937,19,7,-53
7943,19,5,-53
7948,19,5,-53
7954,19,6,-52
7959,19,6,-52
7965,19,6,-52
7970,19,7,-53
7975,18,7,-53
7981,18,6,-53
7986,18,6,-53
7992,18,6,-53
7997,18,6,-53
8002,19,6,-52
8008,18,6,-53
8013,18,7,-53
8019,18,6,-54
8024,18,7,-54
8029,18,6,-54
8035,18,6,-54
8040,18,6,-54
8046,18,6,-54
8051,18,6,-53
8056,18,6,-53
8062,18,6,-53
8067,18,6,-53
8073,18,6,-54
8078,18,7,-53
8083,18,6,-53
8089,18,6,-54
8094,18,7,-53
8100,18,7,-54
8105,18,7,-54
8110,18,6,-54
8116,18,6,-53
8121,18,6,-54
8127,18,6,-53
8132,18,6,-53
8137,18,6,-53
8143,18,5,-53
8148,18,6,-54
8154,18,6,-54
8159,18,6,-53
8164,18,7,-54
8170,18,6,-53
8175,18,6,-54
8181,18,6,-53
8186,18,6,-53
8191,18,6,-53
8197,18,6,-53
8202,18,6,-52
8208,18,6,-54
8213,18,5,-53
8218,18,6,-54
8224,18,6,-54
8229,18,6,-53
8235,18,6,-54
8240,18,6,-54
8245,18,6,-54
8251,18,6,-53
8256,18,6,-54
8262,18,6,-53
8267,18,6,-53
8272,18,7,-54
8278,18,6,-53
8283,18,7,-53
8289,18,6,-54
8294,18,6,-53
8299,18,6,-53
8305,18,6,-53
8310,18,6,-53
8316,18,6,-54
8321,18,6,-53
8326,18,5,-53
8332,18,6,-54
8337,18,6,-54
8343,18,6,-53
8348,18,6,-54
8353,18,6,-53
8359,18,6,-53
8364,18,6,-54
8370,18,6,-53
8375,18,6,-53
8380,18,6,-53
8386,18,6,-54
8391,18,6,-54
8397,18,6,-54
8402,18,6,-54
8407,18,6,-54
8413,18,6,-53
8418,18,6,-53
8424,18,6,-54
8429,18,6,-53
8434,18,6,-54
8440,18,6,-53
8445,18,7,-53
8451,18,6,-54
8456,18,6,-54
8461,18,5,-53
8467,18,6,-53
8472,18,6,-53
8478,18,6,-53
8483,18,6,-53
8488,18,6,-52
8494,18,5,-53
8499,18,6,-53
8505,18,7,-53
8510,18,6,-54
8515,18,6,-53
8521,18,6,-52
8526,18,7,-53
8532,18,7,-53
8537,18,6,-53
8542,18,6,-53
8548,18,6,-53
8553,18,6,-53
8559,18,6,-53
8564,18,6,-53
8570,18,7,-53
8575,18,6,-54
8580,18,6,-54
8586,18,6,-54
8591,18,6,-54
8597,18,6,-53
8602,18,7,-54
8607,18,6,-53
8613,18,6,-54
8618,18,6,-54
8624,18,6,-53
8629,18,6,-53
8634,18,6,-54
8640,18,6,-53
8645,18,7,-54
8651,18,6,-53
8656,18,7,-54
8661,18,6,-54
8667,18,7,-53
8672,18,7,-52
8678,18,6,-54
8683,18,6,-53
8688,18,6,-53
8694,18,6,-54
8699,18,5,-54
8705,18,6,-53
8710,18,7,-54
8715,18,6,-54
8721,18,6,-53
8726,18,7,-54
8732,18,6,-53
8737,18,6,-54
8742,18,6,-54
8748,18,6,-54
8753,18,7,-53
8759,18,6,-53
8764,18,6,-54
8769,18,6,-54
8775,18,6,-54
8780,18,6,-53
8786,18,6,-54
8791,18,6,-54
8796,18,7,-53
8802,18,6,-54
8807,18,6,-54
8813,18,6,-54
8818,18,6,-54
8823,18,6,-53
8829,18,7,-53
8834,18,6,-54
8840,18,6,-53
8845,18,6,-54
8850,18,7,-54
8856,18,6,-54
8861,18,6,-53
8867,18,7,-54
8872,18,6,-53
8877,18,6,-53
8883,18,6,-54
8888,18,6,-53
8894,18,6,-54
8899,18,7,-54
8904,18,6,-53
8910,18,6,-54
8915,18,7,-54
8921,18,6,-54
8926,18,7,-53
8931,18,5,-53
8937,18,6,-53
8942,18,7,-53
8948,18,6,-54
8953,18,6,-53
8958,18,7,-54
8964,18,7,-53
8969,18,6,-53
8975,18,7,-54
8980,18,6,-54
8985,18,7,-54
8991,18,6,-54
8996,18,6,-54
9002,18,6,-54
9007,18,6,-53
9012,18,6,-53
9018,18,6,-54
9023,18,6,-54
9029,18,6,-54
9034,18,6,-53
9039,18,6,-53
9045,18,6,-54
9050,18,6,-54
9056,18,7,-54
9061,18,7,-53
9066,18,6,-53
9072,18,6,-54
9077,18,6,-54
9083,18,6,-54
9088,18,6,-53
9093,18,7,-54
9099,18,6,-53
9104,18,6,-53
9110,18,6,-53
9115,18,7,-53
9120,18,6,-54
9126,18,6,-54
9131,18,6,-54
9137,18,6,-53
9142,18,6,-53
9147,18,6,-53
9153,18,6,-53
9158,18,6,-54
9164,19,6,-53
9169,20,6,-52
9175,21,6,-54
9181,24,7,-53
9187,38,8,-54
9194,47,8,-53
9201,56,6,-53
